name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2022_name,ward_2022_code,latitude,longitude,easting,northing
North Chingford Library,,,,Waltham Forest,,100022999962,E09000031,Chingford Green,E05013885,51.63115177,0.0044664,538828.2797999997,194384.51810000092
Ridge Avenue,,,,Enfield,,207111058,E09000010,Bush Hill Park,E05013676,51.63568138,-0.080359974,532944.5667000003,194730.44959999993
East Barnet ,,,,Barnet,,200016111,E09000003,East Barnet,E05013635,51.64389091,-0.159901578,527417.2960000001,195501.71590000018
John Jackson,,,,Enfield,,207040251,E09000010,Southbury,E05013691,51.64493374,-0.064906253,533986.6628999999,195787.53779999912
Ponders End,,,,Enfield,,207000261,E09000010,Ponders End,E05013689,51.64472766,-0.045949157,535298.8301999997,195799.58249999955
Oakwood,,,,Enfield,,207148238,E09000010,Oakwood,E05013687,51.64834202,-0.127561284,529642.1266999999,196053.56799999997
Enfield Town,,,,Enfield,,207011262,E09000010,Town,E05013693,51.65119271,-0.084620218,532604.4764999999,196447.61480000056
Chipping Barnet ,,,,Barnet,,200107378,E09000003,High Barnet,E05013644,51.65565921,-0.203165618,524391.8092,196735.8892000001
Enfield Highway,,,,Enfield,,207035798,E09000010,Brimsdown,E05013674,51.65843232,-0.045865671,535263.8262999998,197323.72000000067
Enfield Island Village,,,,Enfield,,207193973,E09000010,Enfield Lock,E05013680,51.66794853,-0.014837634,537381.1144000003,198439.89120000042
Ordnance Unity Centre,,,,Enfield,,207144176,E09000010,Enfield Lock,E05013680,51.67157982,-0.037720477,535787.9117,198800.8953000009
Bullsmoor,,,,Enfield,,207178047,E09000010,Bullsmoor,E05013675,51.67592229,-0.047890153,535071.8165999996,199264.94639999978
West Norwood Library and Picturehouse,,,,Lambeth,,10000446790,E09000022,Knight's Hill,E05014106,51.43228329,-0.102510989,531998.3444999997,172072.09569999948
Slade Centre Library ,,,,Greenwich,,,E09000011,Plumstead Common,E05014088,51.4788,0.08513,544893.5957000004,177599.18329999968
Highgate Library ,1 Shepherds Hill,,,Haringey,,,E09000014,Highgate,E05013592,51.57714,-0.14374,528724.0232999995,188106.96079999954
Cat and Mouse Library,,,,Islington,,,E09000019,Tufnell Park,E05013713,51.55279,-0.12496,530094.6782999998,185432.34699999914
Shepherds Bush Library ,6 Wood Lane,,,Hammersmith and Fulham,,,E09000013,Shepherd's Bush Green,E05013748,51.5059,-0.22427,523336.56269999966,180046.27119999938
Greenhill,"Perceval Square, College Road",,,Harrow,,10094044460,E09000015,Greenhill,E05013546,51.57948,-0.33585,515407.01400000043,188046.87739999965
